PLUNo,Barcode,PLUName,UnitPrice,item_ClsCode,pkgUnitCd,qtyUnitCd,OrgnNatCd,BtchNo,TaxType,sftyQty,TypeCode,isrcAplcbYn,AddInfo,changeqty,Stocks,UseYorN
163,163,Germol Cool Soap 125g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
164,164,Germol Fresh Soap 125g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
165,165,Germol Liquid 100ml - ASL,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
166,166,Germol Liquid 50ml - ASL,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
167,167,Germol Soap 125g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
168,168,Hours,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
169,169,IL BD 400ML ROSEHIP & HONEY X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
170,170,IL BD LOT 200ML JOJOBA & BAOBAB X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
171,171,IL BD LOT 200ML ROSEHIP & HONEY X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
172,172,IL BD LOT 200ML UPLIFTING X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
173,173,IL BD LOT 400ML ACTIVE + 200ML OUD X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
174,174,IL BD LOT 400ML COFFEE & COCOA X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
175,175,IL BD LOT 400ML JAPANESE SPA + 200ML OUD X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
176,176,IL BD LOT 400ML JASMINE & RICE MILK X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
177,177,IL BD LOT 400ML JOJOBA & BAOBAB X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
178,178,IL BD LOT 400ML MENTHOL & BLACKMINT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
179,179,IL BD LOT 400ML UPLIFTING + 200ML OUDA X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
180,180,IL BDLOT 400ML ROYAL.SUPREME+IL BDLOT 200MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
181,181,IL BDLOT 400ML SWEET.AMBER+IL BDLOT 200MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
182,182,IL BW 250ML JASMINE & RICE MILK (JSPA)X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
183,183,IL BW 250ML JOJOBA & BAOBAB X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
184,184,IL BW 250ML ROSEHIP & HONEY X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
185,185,IL BW 500ML ACTVE+IL BDLOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
186,186,IL BW 500ML JASMINE & RICE M. X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
187,187,IL BW 500ML JOJOBA & BAOBAB X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
188,188,IL BW 500ML JSPA + BDLOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
189,189,IL BW 500ML MENTHOL & BLACKMINT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
190,190,IL BW 500ML ROSEHIP & HONEY X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
191,191,IL BW 500ML ROYAL SUPREME OUD + ILBLOT200ML OUD,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
192,192,IL BW 500ML SWEET AMBER OUD + ILBDLOT200ML OUD,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
193,193,IL BW 500ML UPLFTG+IL BDLOT200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
194,194,IL BW UPLIFTING X 250ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
195,195,IL MEN'S SOAP INTENSE COOL 150G X2 - TWIN,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
196,196,IL MENS SOAP FRESH BURST 150G X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
197,197,IL MENS SOAP FRESH BURST150G X3,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
198,198,IL MENS SOAP INTENSE COOL 150G X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
199,199,IL MENS SOAP INTENSE COOL 150G X3,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
200,200,IL MENS SOAP SPORT 150G X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
201,201,IL MENS SOAP SPORT 150G X3,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
202,202,IL SOAP 150 G X 3 SEA SALT BERG X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
203,203,IL SOAP 150GX3 JAPANESE SPA X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
204,204,IL SOAP 125G CL (3+1) X24(UTOPIA),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
205,205,IL SOAP 125G CL X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
206,206,IL SOAP 125G JAPANESE SPA x24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
207,207,IL SOAP 125G JASMINE & RICE MILK (JSPA)X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
208,208,IL SOAP 125G OATMEAL X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
209,209,IL SOAP 125G POMEGRATE & HIMALAYAN X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
210,210,IL SOAP 125G TIMELESS CLASSIC X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
211,211,IL SOAP 125Gx(3+1) JAPNSE SPAx24(UTOPIA),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
212,212,IL SOAP 150G (3+1) ASSORTED PACK X24 D2D BIG,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
213,213,IL SOAP 150G CLASSIC X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
214,214,IL SOAP 150G JAPANESE SPA X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
215,215,IL SOAP 150G JASMINE & RICE.M(JSPA)X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
216,216,IL SOAP 150G JOJOBA & BAOBAB X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
217,217,IL SOAP 150G ROSEHIP & HONEY X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
218,218,IL SOAP 150G SWEET AMBER+IL SOAP 150GX24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
219,219,IL SOAP 150G TIMELESS CLASSIC X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
220,220,IL SOAP 150G UPLIFTING X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
221,221,IL SOAP 150G X 3 JOJOBA & BAOBAB X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
222,222,IL SOAP 150GX2 CLASSIC TWIN PACK X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
223,223,IL SOAP 150GX2 JSPA TWIN PACK X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
224,224,IL SOAP 150GX2 TIMELESS CL TWINPACKACK X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
225,225,IL SOAP 150GX3 ACTIVE X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
226,226,IL SOAP 150GX3 CLASSIC X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
227,227,IL SOAP 150GX3 JASMINE & RICE M(JSPA) X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
228,228,IL SOAP 150GX3 ROSEHIP & HONEY X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
229,229,IL SOAP 150GX3 TIMELESS CLASSIC X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
230,230,IL SOAP 150GX3 UPLIFTING X24(UTOPIA),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
231,231,IL SOAP 150GX4 CLASSIC X24(UTOPIA),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
232,232,IL SOAP 15G CL X36X8,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
233,233,IL SOAP 15G TIMELESS CLASSIC X36X8,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
234,234,IL SOAP 75G CL X48,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
235,235,IL SOAP 75G CL X48FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
236,236,IL SOAP 75G INTENSE COOL X 48 - FOC,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
237,237,IL SOAP 75G TIMELESS CLASSIC X48,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
238,238,IL SOAP CLASSIC 75G (2+1) X16- D2D PACK SMALL,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
239,239,IL SOAP150G ROYAL SUPREME+IL SOAP150GX24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
240,240,ILAC BD LOT 200MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
241,241,ILAC BW 250MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
242,242,ILJS BD LOT 200MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
243,243,ILJS BW 250MLX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
244,244,ILM SOAP 150G X 3 COFFEE & COCOA X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
245,245,ILM BD LOT 200ML COFFEE & COCOA X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
246,246,ILM BD LOT 200ML ICMEN X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
247,247,ILM BD LOT 400ML FRESH BURST+ BDLOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
248,248,ILM BD LOT 400ML INTENSE COOL + BD LOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
249,249,ILM BD LOT 400ML MENTHOL & BLACK MINT + 200ML BD LOT X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
250,250,ILM BD LOT 400ML SEA SALT & BERGAMONT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
251,251,ILM BD LOT 400ML SPORT+ BD LOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
252,252,ILM BW 250ML COFFEE & COCOA X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
253,253,ILM BW 250ML FRESH BURST X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
254,254,ILM BW 250ML ICMENX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
255,255,ILM BW 250ML INTENSE COOL/ BLACKMINT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
256,256,ILM BW 250ML SEA SALT & BERGAMONT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
257,257,ILM BW 250ML SPORT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
258,258,ILM BW 500ML COFFEE & COCOA X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
259,259,ILM BW 500ML IC+ILM BDLOT 200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
260,260,ILM BW 500ML INTENSE COOL / BLACKMINT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
261,261,ILM BW 500ML SEA SALT & BERGAMONT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
262,262,ILM BW 500ML SPRT+ILM BDLOT200ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
263,263,ILM MEN 150G SEA SALT & BERGAMONT X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
264,264,ILM SOAP 150G INTENSE.C / BLACK MINT X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
265,265,ILM SOAP 150G SEASALT & BERG X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
266,266,ILM SOAP 150G X 3 INTENSE C./BLACKMINT X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
267,267,ILM SOAP 150G X2 INTENSE. C/BLACKMINT X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
268,268,ILM SOAP 75G INTENSE COOL x48(UTOPIA),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
269,269,ILM SOAP MEN 150G COFFEE & COCOA X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
270,270,ILM SOAP MEN 150G X 3MENTHOL & BLACKMINT X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
271,271,INSTANT COFFEE SATCHET 1.6G,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
272,272,Ibucap Caps 1x10C (Bambam),1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
273,273,Kaluma Balm 1.2ml 72pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
274,274,Kaluma Balm 4g 24pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
275,275,Kaluma Balm 7g 24pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
276,276,Kaluma Balm 9ml 12pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
277,277,Kaluma Inhaler 1g 12pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
278,278,Kaluma King + Lozenges 50 x2pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
279,279,Kaluma Pen - Black 25pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
280,280,Kaluma Pen - Blue 25pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
281,281,Kaluma Pen - Red 25pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
282,282,Kaluma Strong Tab 50 x 2T,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
283,283,Kaluma Toothpaste 150g 6pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
284,284,Kaluma Toothpaste White 150g 6pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
285,285,Kalumaplast Waterproof 100pcs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
286,286,MF CONC DSF LIQ 250ML LAVENDER FUSION X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
287,287,MF FRUITS & VEG WASH 400ML X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
288,288,MF MDWL 4000ML ZEST X 4,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
289,289,MF MDWL 400ML ANTB - ORANGE&T.TREE X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
290,290,MF MDWL 400ML ORIG X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
291,291,MF MDWL 400ML ZEST X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
292,292,MF MDWL 750ML ANTB - ORANGE&T.TREE X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
293,293,MF MDWL 750ML ORIG X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
294,294,MF MDWL 750ML ZEST X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
295,295,MF MDWL DOY PACK 200ML ZEST X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
296,296,MF MDWPS 200G ZESTY (100G+100G) X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
297,297,MF MDWPS 400G ORIGINAL + MDWPS 400G X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
298,298,MF MDWPS 800G ORANGE + MF DWP 800G X12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
299,299,MF MDWPS ORIGINAL 100g +100g Free x 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
300,300,MF MDWSC 1KG ANTB - ORANGE&T.TREE X6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
301,301,MF MDWSC 500G ANTIBACTERIAL X24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
302,302,MF MDWSC 500G X 24,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
303,303,MF MDWSC ORIG 1KG X6,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
304,304,MF PASTE 400G ANTIBAC-ORANGE+MF PASTE 200GX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
305,305,MF PASTE 400G ZESTY+MF PASTE 200GX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
306,306,MF PASTE 800G ORIGINAL+MF PASTE 200GX12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
307,307,MFDWL 750ML APPLE X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
308,308,MFDWP 800G ZEST + MFDWP 400G ANT X 12,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
309,309,MILK COMPOUND CHOCOLATE 20*500gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
310,310,MILK COMPOUND CHOCOLATE 4*2.5Kgs,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
311,311,Mio Goodies Milk Compound 18*17g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
312,312,Mio Goodies Milk Compound 18*45gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
313,313,Mio Goodies White Compound 18*17g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
314,314,Mio Goodies White Compound 18*45gms,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
315,315,OLEMOL TOOTHBRUSH 4 COLOUR 12/BLUE 100PACK per Dozen,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
316,316,OLEMOL TOOTHBRUSH FOR CHILDREN 12pcs per Dozen,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
317,317,OLEMOL TOOTHPASTE 150G HERBAL,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
318,318,OLEMOL TOOTHPASTE 150G MINT,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
319,319,OPTILAIT-1 Pwd 400g,1,99010000,BG-Bag,U-Pieces/item [Number],KE-KENYA,,B-16.00%,10,02Finished Product,0,,0,999999,1
